invoice_id,customer_id,customer_name,invoice_amount,payment_ids,settlement_ids,bank_transaction_ids,payment_amount,expected_settlement,actual_bank_amount,difference,status,root_cause,confidence,match_method,requires_review,explanation,recommended_action,evidence
INV011,C011,Silverline Manufacturing Pvt Ltd,214000.00,PAY0012,SET0012,BNK0012,214000.00,214000.00,214000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV011"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0012""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0012"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0012""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0012"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0012""]}], ""root_cause"": {""actual_bank_amount"": ""214000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""214000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""214000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""214000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV012,C012,Aster Mobility Pvt Ltd,470500.00,PAY0013,SET0013,BNK0013,352875.00,352875.00,352875.00,0.00,EXPLAINED_EXCEPTION,PARTIAL_PAYMENT,100.0,EXACT_ID,False,The invoice permits installments and only part of the receivable has been collected.,Keep the remaining balance open and include it in receivables and cash-flow forecasting.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV012"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0013""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0013"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0013""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0013"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0013""]}], ""root_cause"": {""actual_bank_amount"": ""352875.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""352875.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""470500.00"", ""invoice_payment_difference"": ""117625.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""352875.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV013,C013,BrightGrid Energy Pvt Ltd,183000.00,PAY0014,SET0014,BNK0014,73200.00,73200.00,73200.00,0.00,EXPLAINED_EXCEPTION,PARTIAL_PAYMENT,100.0,EXACT_ID,False,The invoice permits installments and only part of the receivable has been collected.,Keep the remaining balance open and include it in receivables and cash-flow forecasting.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV013"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0014""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0014"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0014""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0014"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0014""]}], ""root_cause"": {""actual_bank_amount"": ""73200.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""73200.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""183000.00"", ""invoice_payment_difference"": ""109800.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""73200.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV014,C014,PixelCraft Media LLP,122500.00,PAY0015,SET0015,BNK0015,122500.00,119609.00,119609.00,0.00,RECONCILED,GATEWAY_FEE_GST,100.0,EXACT_ID,False,The lower bank credit is fully explained by recorded gateway fees and GST.,No reconciliation action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV014"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0015""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0015"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0015""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0015"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0015""]}], ""root_cause"": {""actual_bank_amount"": ""119609.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""119609.00"", ""gateway_fee_total"": ""2450.00"", ""gst_total"": ""441.00"", ""invoice_amount"": ""122500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""122500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV015,C015,PrimeLeaf Consumer Products Pvt Ltd,44500.00,PAY0016,SET0016,BNK0016,44500.00,44500.00,44500.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV015"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0016""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0016"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0016""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0016"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0016""]}], ""root_cause"": {""actual_bank_amount"": ""44500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""44500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""44500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""44500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV016,C016,CloudArc Solutions Pvt Ltd,273000.00,PAY0017,SET0017,BNK0017,273000.00,273000.00,273000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV016"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0017""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0017"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0017""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0017"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0017""]}], ""root_cause"": {""actual_bank_amount"": ""273000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""273000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""273000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""273000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV017,C017,MetroMart Retail LLP,286000.00,PAY0018,SET0018,BNK0018,286000.00,286000.00,286000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV017"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0018""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0018"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0018""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0018"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0018""]}], ""root_cause"": {""actual_bank_amount"": ""286000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""286000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""286000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""286000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV018,C018,NorthStar Components Pvt Ltd,411500.00,PAY0019,SET0019,BNK0019,411500.00,411500.00,411500.00,0.00,EXPLAINED_EXCEPTION,SETTLEMENT_DELAY,100.0,EXACT_ID,False,"The settlement amount reconciles, but the corresponding bank credit arrived later than the expected settlement window.",Track this delay in cash-position forecasting and monitor provider settlement performance.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV018"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0019""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0019"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0019""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0019"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0019""]}], ""root_cause"": {""actual_bank_amount"": ""411500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""411500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""411500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""411500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00"", ""settlement_delay_days"": [5]}}"
INV019,C019,SwiftRoute Services Pvt Ltd,59500.00,,,,0.00,0.00,0.00,0.00,UNRESOLVED,MISSING_PAYMENT,95.0,NONE,True,No confirmed payment could be found for the invoice.,Verify the receivable with the customer and inspect payment-provider records.,"{""chain_issues"": [""PAYMENT_MATCH_REQUIRES_REVIEW"", ""NO_CONFIRMED_PAYMENT""], ""match_trace"": [{""accepted"": false, ""confidence"": 0.0, ""evidence"": {""confidence_band"": ""REJECT"", ""reason"": ""No safe fuzzy candidate found.""}, ""method"": ""NONE"", ""requires_review"": true, ""source_id"": ""INV019"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": []}], ""root_cause"": {""invoice_amount"": ""59500.00"", ""invoice_id"": ""INV019""}}"
INV020,C020,Zenith Business Solutions LLP,230500.00,PAY0020,SET0020,BNK0020,230500.00,225060.00,225060.00,0.00,RECONCILED,GATEWAY_FEE_GST,100.0,EXACT_ID,False,The lower bank credit is fully explained by recorded gateway fees and GST.,No reconciliation action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV020"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0020""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0020"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0020""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0020"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0020""]}], ""root_cause"": {""actual_bank_amount"": ""225060.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""225060.00"", ""gateway_fee_total"": ""4610.00"", ""gst_total"": ""830.00"", ""invoice_amount"": ""230500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""230500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV021,C001,Alpha Retail Pvt Ltd,452000.00,PAY0021,SET0021,BNK0021,452000.00,361600.00,361600.00,0.00,EXPLAINED_EXCEPTION,PARTIAL_REFUND,100.0,EXACT_ID,False,The settlement reduction is explained by a processed partial refund.,No reconciliation correction is required; retain the refund linkage for audit.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV021"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0021""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0021"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0021""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0021"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0021""]}], ""root_cause"": {""actual_bank_amount"": ""361600.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""361600.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""452000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""452000.00"", ""refund_adjustment_total"": ""90400.00"", ""refund_evidence_total"": ""90400.00""}}"
INV022,C002,Nova Technologies Pvt Ltd,382500.00,PAY0022,SET0022,BNK0022,382500.00,382500.00,382500.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV022"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0022""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0022"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0022""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0022"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0022""]}], ""root_cause"": {""actual_bank_amount"": ""382500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""382500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""382500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""382500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV023,C003,Horizon Foods LLP,108000.00,PAY0023,SET0023,BNK0023,108000.00,108000.00,108000.00,0.00,EXPLAINED_EXCEPTION,SETTLEMENT_DELAY,100.0,EXACT_ID,False,"The settlement amount reconciles, but the corresponding bank credit arrived later than the expected settlement window.",Track this delay in cash-position forecasting and monitor provider settlement performance.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV023"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0023""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0023"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0023""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0023"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0023""]}], ""root_cause"": {""actual_bank_amount"": ""108000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""108000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""108000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""108000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00"", ""settlement_delay_days"": [5]}}"
INV024,C004,BluePeak Logistics Pvt Ltd,103500.00,PAY0024,SET0024,BNK0024,103500.00,103500.00,100500.00,3000.00,UNRESOLVED,UNEXPLAINED,100.0,EXACT_ID,True,"₹3,000.00 cannot be explained by verified fees, refunds, chargebacks or known adjustments.",Escalate the settlement for manual investigation.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV024"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0024""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0024"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0024""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0024"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0024""]}], ""root_cause"": {""actual_bank_amount"": ""100500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""103500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""103500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""103500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00"", ""unexplained_difference"": ""3000.00""}}"
INV025,C005,Vertex Consulting LLP,423500.00,PAY0025,SET0025,BNK0025,423500.00,423500.00,423500.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV025"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0025""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0025"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0025""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0025"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0025""]}], ""root_cause"": {""actual_bank_amount"": ""423500.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""423500.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""423500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""423500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV026,C006,GreenCart Commerce Pvt Ltd,343500.00,PAY0026,SET0026,BNK0026,343500.00,0.00,0.00,0.00,EXPLAINED_EXCEPTION,CHARGEBACK,100.0,EXACT_ID,False,The settlement reduction is explained by an accepted customer chargeback.,Record the dispute impact and exclude the charged-back amount from expected receivables.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV026"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0026""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0026"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0026""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0026"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0026""]}], ""root_cause"": {""actual_bank_amount"": ""0.00"", ""chargeback_adjustment_total"": ""343500.00"", ""chargeback_evidence_total"": ""343500.00"", ""expected_settlement"": ""0.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""343500.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""343500.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
INV027,C007,Orbit Systems Pvt Ltd,95000.00,PAY0027,SET0027,BNK0027,95000.00,95000.00,95000.00,0.00,RECONCILED,CLEAN,100.0,EXACT_ID,False,"Invoice, payment, settlement and bank credit reconcile without unexplained differences.",No action required.,"{""chain_issues"": [], ""match_trace"": [{""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""invoice_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""INV027"", ""stage"": ""INVOICE_TO_PAYMENT"", ""target_ids"": [""PAY0027""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""payment_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""PAY0027"", ""stage"": ""PAYMENT_TO_SETTLEMENT"", ""target_ids"": [""SET0027""]}, {""accepted"": true, ""confidence"": 100.0, ""evidence"": {""match_basis"": ""settlement_id"", ""match_count"": 1}, ""method"": ""EXACT_ID"", ""requires_review"": false, ""source_id"": ""SET0027"", ""stage"": ""SETTLEMENT_TO_BANK"", ""target_ids"": [""BNK0027""]}], ""root_cause"": {""actual_bank_amount"": ""95000.00"", ""chargeback_adjustment_total"": ""0.00"", ""chargeback_evidence_total"": ""0.00"", ""expected_settlement"": ""95000.00"", ""gateway_fee_total"": ""0.00"", ""gst_total"": ""0.00"", ""invoice_amount"": ""95000.00"", ""match_confidence"": 100.0, ""other_adjustment_total"": ""0.00"", ""payment_total"": ""95000.00"", ""refund_adjustment_total"": ""0.00"", ""refund_evidence_total"": ""0.00""}}"
